"customerID","tenure","monthly_charges","Contract","churn","total_charges"
"8212-CRQXP",22,80.0,Month-to-month,No,1706.45
"7217-JYHOQ",24,70.3,Month-to-month,No,1706.45
"5934-TSSAU",23,75.3,Month-to-month,No,1702.9
"4950-BDEUX",35,49.2,Month-to-month,No,1701.65
"8292-FRFZQ",39,41.15,One year,No,1700.9
"8042-RNLKO",66,25.45,One year,No,1699.15
"5982-XMDEX",65,26.5,Two year,No,1698.55
"1767-CJKBA",66,25.1,Two year,No,1697.7
"8680-CGLTP",29,58.75,One year,No,1696.2
"3096-GKWEB",18,94.75,Month-to-month,No,1691.9
"5829-NVSQN",23,68.75,One year,No,1689.45
"6651-RLGGM",67,26.3,Two year,No,1688.9
"6668-CNMFP",19,89.35,One year,No,1686.85
"7225-IILWY",68,25.75,Two year,No,1686.15
"1299-AURJA",70,24.7,Two year,No,1685.9
"7929-DMBCV",20,81.0,Month-to-month,No,1683.7
"7996-MHXLW",66,25.15,Two year,No,1683.6
"2139-FQHLM",19,89.95,Month-to-month,No,1682.4
"3275-RHRNE",28,60.0,One year,No,1682.05
"3612-YVGSJ",71,24.45,Two year,No,1681.6
"3967-VQOGC",67,24.9,Two year,No,1680.25
"4923-ADWXJ",25,65.8,Month-to-month,No,1679.65
"2823-LKABH",18,95.05,Month-to-month,No,1679.4
"8165-ZJRNM",72,23.75,Two year,No,1679.25
"9397-TZSHA",69,24.6,Two year,No,1678.05
"8807-ARQET",41,40.35,Month-to-month,No,1677.85
"9337-SRRNI",66,25.3,Two year,No,1673.8
"5115-SQAAU",69,25.6,Two year,No,1673.4
"1169-WCVAK",19,88.8,Month-to-month,No,1672.35
"7008-LZVOZ",66,25.3,Two year,No,1672.35
"4176-RELJR",67,25.1,Two year,No,1672.15
"6591-QGOYB",17,106.65,Month-to-month,No,1672.1
"7161-DFHUF",71,23.85,Two year,No,1672.1
"4612-SSVHJ",20,81.45,Month-to-month,No,1671.6
"8903-WMRNW",15,101.75,Month-to-month,No,1669.4
"6967-QIQRV",15,101.9,One year,No,1667.25
"9342-VNIMQ",33,54.65,Month-to-month,No,1665.2
"5220-AGAAX",68,24.0,Two year,No,1664.3
"7163-OCEQI",22,78.65,One year,No,1663.75
"1555-HAPSU",71,23.9,Two year,No,1663.5
"9885-MFVSU",35,46.35,Two year,No,1662.05
"6484-LATFU",68,24.55,Two year,No,1657.4
"4422-QVIJA",35,50.15,Month-to-month,No,1655.35
"2050-ONYDQ",65,26.0,Two year,No,1654.85
"2097-YVPKN",65,25.75,Two year,No,1654.75
"5753-QQWPW",28,59.9,One year,No,1654.7
"9365-CSLBQ",71,24.35,Two year,No,1654.6
"9473-CBZOP",28,59.0,One year,No,1654.45
"1821-BUCWY",30,55.65,Two year,No,1653.85
"7595-EHCDL",32,50.6,Month-to-month,No,1653.45
"8224-IVVPA",27,56.7,Month-to-month,No,1652.95
"8623-ULFNQ",26,66.05,Month-to-month,No,1652.4
"1684-FLBGS",23,69.5,Month-to-month,No,1652.1
"2916-BQZLN",19,84.75,Month-to-month,No,1651.95
"1302-UHBDD",20,89.95,Month-to-month,No,1648.45
"5012-YSPJJ",31,54.35,Month-to-month,No,1647.0
"4945-RVMTE",28,59.55,Month-to-month,No,1646.45
"3956-CJUST",23,75.4,Month-to-month,No,1643.55
"7684-XSZIY",72,24.3,Two year,No,1643.25
"2474-LCNUE",23,73.65,Month-to-month,No,1642.75
"8592-PLTMQ",64,24.7,One year,No,1642.75
"0971-QIFJK",69,24.25,Two year,No,1641.8
"3955-JBZZM",20,78.8,Month-to-month,No,1641.3
"3853-LYGAM",17,95.65,Month-to-month,No,1640.0
"6485-QXWWE",62,26.0,Two year,No,1638.7
"1580-BMCMR",19,87.3,Month-to-month,No,1637.3
"1301-LOPVR",29,55.35,One year,No,1636.95
"2432-TFSMK",18,89.6,One year,No,1633.0
"7325-ENZFI",39,40.3,One year,No,1630.4
"2696-RZVZW",68,25.05,Two year,No,1629.2
"0562-HKHML",71,23.9,Two year,No,1626.4
"8644-XYTSV",42,40.15,Month-to-month,No,1626.05
"0946-FKYTX",52,30.1,One year,No,1623.4
"2560-QTSBS",72,23.3,One year,No,1623.15
"2586-CWXVV",54,30.4,Month-to-month,No,1621.35
"3427-GGZZI",19,89.1,Month-to-month,No,1620.8
"6857-TKDJV",67,24.65,Two year,No,1620.45
"8741-LQOBK",46,35.05,Month-to-month,No,1620.25
"6303-KFWSL",29,55.25,One year,No,1620.2
"9574-BOSMD",68,25.4,Two year,No,1620.2
"1705-GUHPV",63,24.2,Two year,No,1618.2
"9800-ONTFE",22,75.8,Month-to-month,No,1615.1
"1619-YWUBB",68,24.95,Two year,No,1614.9
"7668-XCFYV",17,92.55,Month-to-month,No,1614.7
"6729-GDNGC",20,80.7,Month-to-month,No,1614.2
"6614-VBEGU",24,69.45,Month-to-month,No,1614.05
"8563-OYMQY",17,90.95,Month-to-month,No,1612.2
"4939-KYYPY",27,59.45,Month-to-month,No,1611.65
"7989-VCQOH",18,83.25,Month-to-month,No,1611.15
"0074-HDKDG",25,61.6,One year,No,1611.0
"5935-FCCNB",17,94.2,Month-to-month,No,1608.15
"2027-CWDNU",18,85.6,Month-to-month,No,1601.5
"9361-YNQWJ",64,24.4,One year,No,1601.2
"2662-NNTDK",65,24.8,One year,No,1600.95
"5175-WLYXL",22,78.85,Month-to-month,No,1600.25
"7105-MXJLL",26,60.7,One year,No,1597.4
"8350-NYMVI",39,41.1,Month-to-month,No,1597.05
"0723-VSOBE",45,34.2,One year,No,1596.6
"6096-EGVTU",64,24.9,One year,No,1595.5
"4521-YEEHE",18,88.85,Month-to-month,No,1594.75
"2580-ASVVY",37,45.4,Two year,No,1593.1
"1389-WNUIB",20,76.0,One year,No,1588.75
"9554-DFKIC",30,54.45,Month-to-month,No,1588.7
"2085-BOJKI",17,96.65,One year,No,1588.25
"3027-YNWZU",64,25.0,Two year,No,1584.8
"3768-VHXQO",67,24.85,Two year,No,1583.5
"9052-DHNKM",26,61.55,One year,No,1581.95
"4023-RTIQM",31,50.4,One year,No,1580.1
"6198-RTPMF",17,92.6,Month-to-month,No,1579.7
"8780-IHCRN",63,24.65,Two year,No,1574.5
"7611-YKYTC",22,75.0,Month-to-month,No,1573.95
"8946-BFWSG",63,25.25,Two year,No,1573.05
"1228-ZLNBX",21,75.3,Month-to-month,No,1570.7
"6584-VQMYT",27,56.2,One year,No,1567.55
"5893-KCLGT",72,19.75,Two year,No,1567.0
"7083-MIOPC",72,20.25,Two year,No,1566.9
"6215-NQCPY",15,99.7,Month-to-month,No,1566.75
"0168-XZKBB",19,86.85,Month-to-month,No,1564.4
"2606-PKWJB",40,40.25,One year,No,1564.05
"4335-BSMJS",62,25.8,Two year,No,1563.95
"7225-CBZPL",17,94.8,Month-to-month,No,1563.9
"7964-YESJC",24,66.3,Month-to-month,No,1559.45
"9953-ZMKSM",63,25.25,Two year,No,1559.3
"5947-SGKCL",15,105.35,Month-to-month,No,1559.25
"7503-EPSZW",64,24.05,Two year,No,1559.15
"0491-KAPQG",21,73.7,Month-to-month,No,1558.7
"1904-WAJAA",24,64.35,Two year,No,1558.65
"2074-GUHPQ",17,92.7,Month-to-month,No,1556.85
"6370-ZVHDV",61,25.3,Two year,No,1554.9
"6933-FHBZC",26,56.05,One year,No,1553.2
"4018-PPNDW",61,24.1,Two year,No,1551.6
"4700-UBQMV",21,75.9,One year,No,1549.75
"1468-DEFNC",64,24.4,Two year,No,1548.65
"7665-NKLAV",36,40.65,Two year,No,1547.35
"3482-ABPKK",28,54.3,One year,No,1546.3
"5760-WRAHC",22,69.75,Month-to-month,No,1545.4
"0599-XNYDO",20,69.8,Month-to-month,No,1540.35
"6402-SSEJG",25,61.05,One year,No,1540.2
"4583-PARNH",16,91.55,Month-to-month,No,1540.05
"4298-OYIFC",15,103.45,Month-to-month,No,1539.8
"5324-KTGCG",71,20.85,One year,No,1539.75
"1241-EZFMJ",61,25.45,Two year,No,1538.6
"5950-AAAGJ",18,84.3,Month-to-month,No,1537.9
"0756-MPZRL",46,33.7,One year,No,1537.85
"1376-HHBDV",30,48.8,Month-to-month,No,1536.75
"0603-TPMIB",59,25.45,Two year,No,1534.05
"9330-DHBFL",23,66.25,One year,No,1533.8
"6865-JZNKO",30,55.3,Month-to-month,No,1530.6
"0784-ZQJZX",72,19.9,Two year,No,1529.65
"7740-KKCXF",51,30.05,Month-to-month,No,1529.45
"6967-PEJLL",37,40.2,One year,No,1525.35
"2999-AANRQ",21,71.05,Two year,No,1524.85
"3606-SBKRY",31,50.05,One year,No,1523.4
"0265-PSUAE",16,100.7,Month-to-month,No,1522.7
"5353-WILCI",28,56.05,Month-to-month,No,1522.65
"8544-JNBOX",72,20.8,Two year,No,1521.2
"7605-BDWDC",31,49.85,Two year,No,1520.1
"9661-JALZV",58,24.7,Two year,No,1519.0
"9972-NKTFD",28,54.65,Month-to-month,No,1517.5
"9931-DCEZH",28,54.4,One year,No,1516.6
"1852-QSWCD",64,24.8,Two year,No,1514.85
"5356-KZCKT",58,24.45,Two year,No,1513.6
"4458-KVRBJ",59,25.0,Two year,No,1510.5
"0285-INHLN",27,54.75,Month-to-month,No,1510.3
"4534-WGCIR",58,25.15,Two year,No,1509.9
"0895-LMRSF",23,64.9,One year,No,1509.8
"3205-MXZRA",26,59.45,One year,No,1507.0
"1599-EAHXY",60,23.95,One year,No,1506.4
"7471-WNSUF",60,24.15,One year,No,1505.9
"6833-JMZYP",15,94.0,Month-to-month,No,1505.45
"7233-IOQNP",43,34.0,Month-to-month,No,1505.35
"2155-AMQRX",28,54.9,Month-to-month,No,1505.15
"9087-EYCPR",60,25.0,Two year,No,1505.05
"1927-QEWMY",72,20.5,Two year,No,1502.25
"6614-YWYSC",61,25.0,Two year,No,1501.75
"8229-BUJHX",71,20.5,Two year,No,1500.95
"4660-IRIBM",18,87.9,Month-to-month,No,1500.5
"5730-RIITO",43,33.45,Month-to-month,No,1500.25
"2560-WBWXF",68,24.15,Two year,No,1498.85
"6064-ZATLR",27,52.85,Two year,No,1498.65
"4926-UMJZD",31,49.2,Month-to-month,No,1498.55
"2481-SBOYW",61,25.0,Two year,No,1498.35
"4121-AGSIN",58,24.5,One year,No,1497.9
"7108-DGVUU",21,71.7,One year,No,1497.05
"3910-MRQOY",72,19.4,Two year,No,1496.45
"8456-QDAVC",19,78.7,Month-to-month,No,1495.1
"7074-STDCN",39,40.6,Month-to-month,No,1494.5
"0640-YJTPY",72,21.0,Two year,No,1493.75
"1047-NNCBF",20,70.55,Month-to-month,No,1493.55
"7855-DIWPO",21,68.65,Month-to-month,No,1493.2
"6892-BOGQE",71,20.9,Two year,No,1493.2
"5075-JSDKI",59,24.45,Two year,No,1493.1
"2545-LXYVJ",72,20.7,Two year,No,1492.1
"2178-PMGCJ",22,69.7,Month-to-month,No,1490.4
"6174-NRBTZ",46,30.75,One year,No,1489.3
"1293-BSEUN",72,20.7,Two year,No,1482.3
"7041-TXQJH",37,40.2,Month-to-month,No,1478.85
"2039-JONDJ",27,55.45,One year,No,1477.65
"5201-CBWYG",62,24.8,One year,No,1476.25
"3794-NFNCH",30,50.0,Month-to-month,No,1474.9
"5995-LFTLE",58,25.3,Two year,No,1474.35
"2739-CACDQ",17,82.65,Month-to-month,No,1470.05
"2908-WGAXL",56,24.95,Two year,No,1468.9
"0365-GXEZS",18,78.2,Month-to-month,No,1468.75
"7606-BPHHN",72,19.8,Two year,No,1468.75
"2519-TWKFS",25,55.1,One year,No,1466.1
"2144-ESWKO",43,35.2,One year,No,1463.7
"1166-PQLGG",72,19.55,Two year,No,1463.45
"1518-OMDIK",33,44.55,Month-to-month,No,1462.6
"2900-PHPLN",70,19.55,Two year,No,1462.05
"5447-VYTKW",27,53.45,Month-to-month,No,1461.45
"0848-ZGQIJ",16,94.65,Month-to-month,No,1461.15
"0464-WJTKO",72,20.1,Two year,No,1460.85
"3256-EZDBI",51,29.45,Month-to-month,No,1459.35
"4957-SREEC",70,20.35,Two year,No,1458.1
"7508-KBIMB",24,56.25,One year,No,1454.25
"5533-RJFTJ",49,30.2,Month-to-month,No,1453.1
"2507-QZPQS",15,95.7,Month-to-month,No,1451.1
"3308-DGHKL",69,19.3,Two year,No,1447.9
"0784-GTUUK",62,23.75,One year,No,1446.8
"3633-CDBUW",17,80.85,One year,No,1445.95
"3580-GICBM",61,24.2,Two year,No,1445.2
"4521-WFJAI",56,25.95,Two year,No,1444.05
"9208-OLGAQ",18,84.95,Month-to-month,No,1443.65
"1073-XXCZD",55,25.7,Two year,No,1443.65
"1085-LDWAM",69,20.35,One year,No,1442.65
"5337-IIWKZ",34,44.85,Month-to-month,No,1442.6
"0112-QAWRZ",16,90.8,Month-to-month,No,1442.2
"4109-CYRBD",29,51.6,Month-to-month,No,1442.0
"1958-RNRKS",30,49.9,Month-to-month,No,1441.95
"7184-LRUUR",22,65.25,One year,No,1441.8
"3274-NSDWE",68,19.6,Two year,No,1441.65
"6620-HVDUJ",24,60.45,Month-to-month,No,1440.75
"2851-MMUTZ",27,56.15,Month-to-month,No,1439.35
"7401-RUBNK",18,74.8,Month-to-month,No,1438.05
"7876-DNYAP",69,19.8,Two year,No,1436.95
"8450-UYIBU",35,39.85,Month-to-month,No,1434.6
"2429-AYKKO",72,19.85,Two year,No,1434.1
"6060-QBMGV",70,19.85,Two year,No,1433.8
"6855-VLGOS",72,20.55,Two year,No,1432.55
"5451-MHQOF",56,24.45,One year,No,1431.65
"0397-ZXWQF",67,20.5,Two year,No,1430.95
"1379-FRVEB",15,91.0,Month-to-month,No,1430.05
"6134-KWTBV",62,23.4,Two year,No,1429.65
"1852-XEMDW",22,65.05,Month-to-month,No,1427.55
"3422-WJOYD",28,54.35,One year,No,1426.45
"7695-PKLCZ",68,20.5,Two year,No,1424.9
"8028-PNXHQ",62,24.25,Two year,No,1424.6
"3703-TTEPD",21,65.35,Month-to-month,No,1424.4
"8626-XHBIE",56,24.8,Two year,No,1424.2
"8361-LBRDI",58,24.35,Two year,No,1423.85
"7463-IFMQU",72,20.05,Two year,No,1423.65
"6064-PUPMC",23,57.2,One year,No,1423.35
"8409-WQJUX",25,54.2,One year,No,1423.15
"6661-EIPZC",48,29.5,Month-to-month,No,1423.05
"0404-AHASP",72,19.7,Two year,No,1421.9
"7801-CEDNV",27,48.7,One year,No,1421.75
"2569-WGERO",72,21.15,Two year,No,1419.4
"4785-FCIFB",61,24.4,Two year,No,1417.9
"2632-TACXW",62,23.65,Two year,No,1416.75
"7602-DBTOU",71,19.6,Two year,No,1416.5
"1840-BIUOG",20,68.7,One year,No,1416.2
"3173-WSSUE",71,19.7,Two year,No,1415.85
"9094-AZPHK",15,100.15,Month-to-month,No,1415.0
"3976-HXHCE",72,19.3,Two year,No,1414.8
"2607-DHDAK",72,19.8,Two year,No,1414.65
"0374-FIUCA",65,20.4,Two year,No,1414.45
"4500-HKANN",23,59.7,Two year,No,1414.2
"7608-RGIRO",62,24.4,Two year,No,1413.0
"6980-IMXXE",69,20.2,Two year,No,1412.65
"4032-RMHCI",41,35.4,One year,No,1412.4
"7558-IMLMT",67,20.8,Two year,No,1411.9
"8490-BXHEO",18,80.55,Month-to-month,No,1411.65
"4011-ARPHK",27,50.35,Month-to-month,No,1411.35
"5902-WBLSE",70,20.15,Two year,No,1411.2
"5686-CMAWK",17,86.75,One year,No,1410.25
"5155-AZQPB",28,49.9,Month-to-month,No,1410.25
"6261-LHRTG",26,54.75,Month-to-month,No,1406.9
"2911-WDXMV",18,80.55,Month-to-month,No,1406.65
"9069-LGEUL",23,59.95,Month-to-month,No,1406.0
"2108-GLPQB",25,55.55,Month-to-month,No,1405.3
"8201-AAXCB",25,60.35,Month-to-month,No,1404.65
"4302-ZYFEL",69,20.55,One year,No,1403.1
"4979-HPRFL",56,24.15,Two year,No,1402.25
"0613-WUXUM",70,19.2,Two year,No,1401.4
"0794-YVSGE",72,20.3,Two year,No,1401.15
"9402-ORRAH",15,91.5,Month-to-month,No,1400.3
"8232-UTFOZ",69,19.95,Two year,No,1399.35
"0384-RVBPI",20,64.4,Month-to-month,No,1398.6
"6473-ULUHT",16,84.9,Month-to-month,No,1398.25
"0505-SPOOW",70,19.8,Two year,No,1397.65
"1052-QJIBV",71,19.9,Two year,No,1397.3
"0042-RLHYP",69,19.7,Two year,No,1396.9
"0831-JNISG",71,19.8,Two year,No,1396.25
"3454-JFUBC",68,20.0,Two year,No,1396.0
"4360-PNRQB",18,75.6,Month-to-month,No,1395.05
"6429-SHBCB",19,69.6,Month-to-month,No,1394.55
"8992-OBVDG",21,61.65,Month-to-month,No,1393.6
"5937-EORGB",15,96.5,Month-to-month,No,1392.25
"2073-QBVBI",41,35.45,One year,No,1391.65
"9121-PHQSR",16,85.05,Month-to-month,No,1391.15
"3891-NLXJB",37,40.55,Two year,No,1390.85
"1134-YWTYF",27,53.8,Month-to-month,No,1389.85
"0264-CNITK",71,20.1,Two year,No,1389.6
"3642-BYHDO",71,19.9,Two year,No,1389.35
"9758-MFWGD",48,29.9,One year,No,1388.75
"3996-ZNWYK",71,19.8,Two year,No,1388.45
"8807-OPMBM",55,25.65,Two year,No,1388.0
"2718-YSKCS",71,19.6,Two year,No,1387.45
"7049-GKVZY",17,79.85,One year,No,1387.35
"3094-JOJAI",18,74.15,Month-to-month,No,1387.0
"5848-FHRFC",68,20.05,Two year,No,1386.9
"3315-IKYZQ",28,50.8,One year,No,1386.8
"9593-CVZKR",56,24.45,Two year,No,1385.85
"2877-VDUER",35,40.9,One year,No,1383.6
"2361-FJWNO",40,36.0,One year,No,1382.9
"3402-XRIUO",22,63.55,Month-to-month,No,1381.8
"5315-CKEQK",28,51.0,One year,No,1381.8
"5092-STPKP",24,56.35,Month-to-month,No,1381.2
"2122-YWVYA",18,75.4,Month-to-month,No,1380.4
"6928-ONTRW",72,19.7,Two year,No,1379.8
"1591-XWLGB",71,19.85,Two year,No,1379.6
"8750-QWZAJ",70,19.8,Two year,No,1378.75
"3279-DYZQM",71,19.45,Two year,No,1378.45
"3678-MNGZX",68,19.95,Two year,No,1377.7
"0902-XKXPN",69,20.2,Two year,No,1376.5
"5448-VWNAM",19,75.9,Month-to-month,No,1375.6
"2984-RGEYA",69,19.75,Two year,No,1375.4
"0577-WHMEV",16,90.7,Month-to-month,No,1374.9
"1353-GHZOS",22,59.75,One year,No,1374.35
"9800-OUIGR",66,20.0,Two year,No,1374.2
"3583-KRKMD",18,75.9,Month-to-month,No,1373.05
"9881-VCZEP",25,54.1,Month-to-month,No,1373.0
"9972-EWRJS",67,19.25,Two year,No,1372.9
"0825-CPPQH",71,19.1,Two year,No,1372.45
"8263-OKETD",20,68.9,Month-to-month,No,1370.35
"5989-OMNJE",24,57.6,One year,No,1367.75
"8904-OPDCK",54,24.95,Month-to-month,No,1364.75
"6345-FZOQH",69,19.9,Two year,No,1363.45
"2848-YXSMW",72,19.4,Two year,No,1363.25
"2812-ENYMO",26,54.55,One year,No,1362.85
"1403-GYAFU",70,20.05,Two year,No,1360.25
"7073-QETQY",66,20.35,One year,No,1359.5
"0650-BWOZN",18,73.55,Month-to-month,No,1359.45
"4465-VDKIQ",18,77.8,Month-to-month,No,1358.6
"2804-ETQDK",66,20.55,Two year,No,1357.1
"9537-JALFH",69,19.9,Two year,No,1356.7
"7515-LODFU",69,20.3,Two year,No,1356.3
"5062-CJJKH",25,53.65,One year,No,1355.45
"3973-SKMLN",71,19.9,Two year,No,1355.1
"6585-WCEWR",72,20.35,Two year,No,1354.4
"7126-RBHSD",17,78.9,Month-to-month,No,1348.95
"2801-NISEI",24,54.95,Month-to-month,No,1348.5
"1183-CANVH",23,60.0,One year,No,1347.15
"9357-UJRUN",24,58.35,One year,No,1346.9
"0916-QOFDP",14,95.8,Month-to-month,No,1346.3
"5346-BZCHP",69,19.4,Two year,No,1346.2
"8532-UEFWH",52,25.75,Two year,No,1345.85
"7801-KICAO",18,74.15,Month-to-month,No,1345.75
"7129-CAKJW",17,80.05,Month-to-month,No,1345.65
"7729-XBTWX",66,19.75,Two year,No,1344.5
"0052-YNYOT",67,20.55,One year,No,1343.4
"1333-PBMXB",54,24.75,One year,No,1342.15
"7706-YLMQA",70,19.7,One year,No,1341.5
"5989-PGKJB",16,86.25,Month-to-month,No,1340.1
"3179-GBRWV",21,64.95,Month-to-month,No,1339.8
"7673-BQGKU",69,20.15,Two year,No,1337.5
"6986-IXNDM",14,92.9,Month-to-month,No,1337.45
"5453-AXEPF",17,80.5,Month-to-month,No,1336.9
"4223-BKEOR",21,64.85,One year,No,1336.8
"1813-JLKWR",64,19.8,One year,No,1336.65
"8241-JUIQO",61,19.45,One year,No,1336.35
"4353-HYOJD",27,49.85,Month-to-month,No,1336.15
"3088-FVYWK",53,25.55,Two year,No,1336.1
"1945-XISKS",67,19.65,Two year,No,1335.2
"0463-TXOAK",52,25.6,Two year,No,1334.5
"3644-QXEHN",13,97.0,Month-to-month,No,1334.45
"6704-UTUKK",29,45.9,Month-to-month,No,1332.4
"2207-RYYRL",52,24.55,Two year,No,1331.05
"3365-SAIGS",17,83.55,Month-to-month,No,1329.15
"8285-ABVLB",70,19.85,Two year,No,1328.35
"9639-BUJXT",63,20.5,One year,No,1328.15
"9894-QMIMJ",23,55.8,One year,No,1327.85
"6980-CDGFC",67,20.85,One year,No,1327.4
"4817-KEQSP",71,19.85,Two year,No,1326.35
"4821-WQOYN",72,20.1,Two year,No,1326.25
"7758-UJWYS",34,40.55,Two year,No,1325.85
"0655-YDGFJ",29,48.95,Month-to-month,No,1323.7
"4277-BWBML",72,19.95,Two year,No,1322.85
"6217-TOWGS",17,75.4,Month-to-month,No,1322.55
"3842-QTGDL",16,80.75,Month-to-month,No,1321.3
"8747-UDCOI",65,19.35,Two year,No,1319.95
"9143-CANJF",24,55.15,Month-to-month,No,1319.85
"3739-YBWAB",36,35.35,One year,No,1317.95
"8727-XDPUD",37,35.8,Two year,No,1316.9
"4104-PVRPS",24,53.6,Month-to-month,No,1315.35
"4360-QRAVE",37,36.65,Month-to-month,No,1315.0
"7315-WYOAW",13,100.75,Month-to-month,No,1313.25
"0696-UKTOX",23,54.15,Month-to-month,No,1312.45
"5146-YYFRZ",67,19.95,Two year,No,1311.75
"1830-IPXVJ",61,19.75,Two year,No,1311.6
"7167-PCEYD",67,19.8,Two year,No,1311.3
"8898-KASCD",39,35.55,One year,No,1309.15
"1153-GNOLC",33,39.1,One year,No,1309.0
"4459-BBGHE",30,44.5,Month-to-month,No,1307.8
"0023-UYUPN",50,25.2,One year,No,1306.3
"9903-LYSAB",18,73.15,Month-to-month,No,1305.95
"8434-VGEQQ",61,20.55,Two year,No,1305.95
"7771-ZONAT",22,56.75,Two year,No,1304.85
"5787-KXGIY",72,19.3,Two year,No,1304.8
"8966-SNIZF",70,19.45,Two year,No,1303.5
"2181-TIDSV",68,19.95,Two year,No,1303.25
"5609-IMCGG",15,84.35,Month-to-month,No,1302.65
"3251-YMVWZ",53,24.05,One year,No,1301.9
"4086-WITJG",71,19.7,Two year,No,1301.1
"7799-DSEWS",18,68.35,Month-to-month,No,1299.8
"5716-LIBJC",13,104.15,One year,No,1299.1
"8838-GPHZP",63,20.6,Two year,No,1298.7
"3639-XJHKQ",19,60.6,Month-to-month,No,1297.8
"7268-WNTCP",62,20.45,Two year,No,1297.35
"3099-OONVS",25,54.3,Month-to-month,No,1296.8
"0962-CQPWQ",62,20.3,Two year,No,1296.15
"4189-NAKJS",26,51.55,One year,No,1295.4
"0439-IFYUN",18,74.7,Month-to-month,No,1294.6
"7895-VONWT",25,48.25,Month-to-month,No,1293.8
"2007-QVGAW",68,19.35,Two year,No,1292.65
"7969-FFOWG",65,19.9,Two year,No,1292.6
"0661-WCQNQ",22,56.25,One year,No,1292.2
"1666-JZPZT",27,49.0,Month-to-month,No,1291.35
"3723-BFBGR",24,54.8,Month-to-month,No,1291.3
"6778-JFCMK",24,50.6,One year,No,1288.75
"7508-SMHXL",15,89.0,Month-to-month,No,1288.3
"6407-GSJNL",51,24.95,Two year,No,1288.0
"9938-EKRGF",15,84.45,Month-to-month,No,1287.85
"1697-NVVGY",19,66.4,Month-to-month,No,1286.05
"8164-OCKUJ",59,20.6,Two year,No,1286.0
"0980-FEXWF",26,50.35,One year,No,1285.8
"6583-KQJLK",15,94.65,Month-to-month,No,1285.05
"0396-UKGAI",23,55.3,Month-to-month,No,1284.2
"2626-VEEWG",67,19.4,Two year,No,1284.2
"6543-JXSOO",23,57.75,One year,No,1282.85
"5044-XDPYX",51,25.5,Two year,No,1281.25
"3785-KTYSH",53,24.6,Two year,No,1279.0
"0704-VCUMB",61,20.25,Two year,No,1278.8
"3774-VBNXY",64,20.2,Two year,No,1277.75
"1853-ARAAQ",26,50.35,Month-to-month,No,1277.5
"9625-RZFUK",63,19.7,Two year,No,1275.85
"9828-QHFBK",24,51.15,Month-to-month,No,1275.7
"7145-FEJWU",12,105.3,Month-to-month,No,1275.65
"6925-BAYGL",53,25.1,Two year,No,1275.6
"5815-HGGHV",20,64.15,One year,No,1274.45
"9135-HSWOC",64,19.7,Two year,No,1274.05
"3320-VEOYC",14,95.6,Month-to-month,No,1273.3
"1399-OUPJN",57,19.75,Two year,No,1272.05
"0377-JBKKT",22,57.95,Month-to-month,No,1271.8
"6685-XSHHU",60,20.95,Two year,No,1270.55
"0732-OCQOC",52,25.05,Two year,No,1270.25
"3221-CJMSG",24,51.1,Month-to-month,No,1269.6
"1764-VUUMT",66,19.95,Two year,No,1269.1
"9500-WBGRP",69,19.1,Two year,No,1268.85
"4828-FAZPK",16,79.95,Month-to-month,No,1267.95
"2908-ZTPNF",36,34.85,Month-to-month,No,1267.2
"6734-JDTTV",65,19.85,Two year,No,1267.05
"1074-WVEVG",59,20.35,One year,No,1267.0
"5313-FPXWG",51,24.6,One year,No,1266.4
"1042-HFUCW",25,54.75,One year,No,1266.35
"3920-HIHMQ",26,49.5,Month-to-month,No,1265.65
"8652-YHIYU",16,79.5,One year,No,1264.2
"7064-JHXCE",62,20.05,Two year,No,1263.9
"7643-RCHXS",63,19.35,Two year,No,1263.85
"1167-OYZJF",67,20.05,Two year,No,1263.05
"8958-JPTRR",56,24.3,One year,No,1261.7
"5549-ZGHFB",50,24.95,Two year,No,1261.45
"3703-KBKZP",16,74.45,Month-to-month,No,1261.35
"7852-LECYP",13,93.8,Month-to-month,No,1261.0
"6814-ZPWFQ",51,25.0,One year,No,1260.7
"4468-KAZHE",20,60.0,Month-to-month,No,1259.35
"8220-OCUFY",21,60.25,One year,No,1258.35
"1460-UZPRJ",60,19.95,Two year,No,1258.15
"1207-BLKSA",52,23.05,Two year,No,1255.1
"5730-DBDSI",66,19.7,Two year,No,1253.8
"5656-JAMLX",62,19.85,Two year,No,1253.65
"2978-XXSOG",22,59.05,Month-to-month,No,1253.5
"8467-WYNSR",22,55.1,Month-to-month,No,1253.15
"7493-GVFIO",57,20.55,Two year,No,1252.85
"3712-PKXZA",61,20.55,One year,No,1252.0
"3547-LQRIK",47,26.9,One year,No,1250.85
"0847-HGRML",62,20.0,Two year,No,1250.1
"9099-FTUHS",23,54.4,Month-to-month,No,1249.25
"1384-RCUXW",16,80.55,Month-to-month,No,1248.9
"1769-GRUIK",18,71.1,Month-to-month,No,1247.75
"2212-LYASK",27,45.85,One year,No,1246.4
"8043-PNYSD",63,19.55,Two year,No,1245.6
"5939-SXWHM",48,26.3,Two year,No,1245.05
"4636-TVXVG",62,19.95,One year,No,1244.8
"0076-LVEPS",29,45.0,Month-to-month,No,1242.45
"7901-IIDQV",24,54.6,One year,No,1242.25
"9529-OFXHY",15,87.75,Month-to-month,No,1242.2
"1302-TPUBN",66,19.35,Two year,No,1240.8
"2616-FLVQC",64,19.55,Two year,No,1240.15
